1090,860,-9.00,0.05
1091,859,-9.04,0.03
1092,858,-9.17,-0.01
1093,857,-9.26,-0.04
1094,856,-9.30,-0.06
1095,855,-9.38,-0.08
1096,854,-9.36,-0.08
1097,853,-9.32,-0.06
1098,852,-9.37,-0.08
1099,851,-9.36,-0.08
1100,850,-9.25,-0.04
1101,849,-9.16,-0.01
1102,848,-9.04,0.03
1103,847,-9.18,-0.01
1104,846,-9.23,-0.03
1105,845,-9.20,-0.02
1106,844,-9.20,-0.02
1107,843,-9.30,-0.06
1108,842,-9.39,-0.09
1109,841,-9.37,-0.08
1110,840,-9.29,-0.05
1111,839,-9.20,-0.02
1112,838,-9.33,-0.07
1113,837,-9.19,-0.02
1114,836,-9.38,-0.08
1115,835,-9.41,-0.09
1116,834,-9.58,-0.15
1117,833,-9.72,-0.20
1118,832,-9.60,-0.16
1119,831,-9.42,-0.10
1120,830,-9.38,-0.08
1121,829,-9.14,0.00
1122,828,-8.82,0.11
1123,827,-8.95,0.07
1124,826,-8.69,0.16
1125,825,-8.78,0.12
1126,824,-8.77,0.13
1127,823,-8.67,0.16
1128,822,-8.67,0.16
1129,821,-8.81,0.11
1130,820,-8.88,0.09
1131,819,-8.97,0.06
1132,818,-9.17,-0.01
1133,817,-9.14,0.00
1134,816,-9.10,0.01
1135,815,-9.24,-0.03
1136,814,-9.44,-0.10
1137,813,-9.53,-0.13
1138,812,-9.50,-0.12
1139,811,-9.66,-0.18
1140,810,-9.70,-0.19
1141,809,-9.78,-0.22
1142,808,-9.59,-0.16
1143,807,-9.33,-0.07
1144,806,-9.12,0.01
1145,805,-8.86,0.10
1146,804,-8.83,0.11
1147,803,-8.86,0.10
1148,802,-8.92,0.08
1149,801,-9.04,0.03
1150,800,-8.98,0.06
1151,799,-8.85,0.10
1152,798,-8.94,0.07
1153,797,-8.94,0.07
1154,796,-8.86,0.10
1155,795,-8.75,0.13
1156,794,-8.80,0.12
1157,793,-9.14,0.00
1158,792,-9.10,0.01
1159,791,-9.12,0.01
1160,790,-9.43,-0.10
1161,789,-9.50,-0.12
1162,788,-9.51,-0.13
1163,787,-9.54,-0.14
1164,786,-9.56,-0.15
1165,785,-9.60,-0.16
1166,784,-9.67,-0.18
1167,783,-9.66,-0.18
1168,782,-9.72,-0.20
1169,781,-9.48,-0.12
1170,780,-9.52,-0.13
1171,779,-9.53,-0.13
1172,778,-9.51,-0.13
1173,777,-9.48,-0.12
1174,776,-9.46,-0.11
1175,775,-9.43,-0.10
1176,774,-9.37,-0.08
1177,773,-9.31,-0.06
1178,772,-9.37,-0.08
1179,771,-9.35,-0.07
1180,770,-9.30,-0.06
1181,769,-9.29,-0.05
1182,768,-9.22,-0.03
1183,767,-9.13,0.00
1184,766,-9.20,-0.02
1185,765,-9.28,-0.05
1186,764,-9.25,-0.04
1187,763,-9.29,-0.05
1188,762,-9.34,-0.07
1189,761,-9.24,-0.03
1190,760,-9.05,0.03
1191,759,-8.93,0.07
1192,758,-8.73,0.14
1193,757,-8.65,0.17
1194,756,-8.64,0.17
1195,755,-8.69,0.16
1196,754,-8.63,0.18
1197,753,-8.55,0.20
1198,752,-8.72,0.15
1199,751,-8.74,0.14
1200,750,-8.70,0.15
1201,749,-8.85,0.10
1202,748,-8.96,0.06
1203,747,-9.09,0.02
1204,746,-9.21,-0.02
1205,745,-9.14,0.00
1206,744,-9.27,-0.05
1207,743,-9.10,0.01
1208,742,-9.09,0.02
1209,741,-9.02,0.04
1210,740,-8.98,0.06
1211,739,-8.98,0.06
1212,738,-8.83,0.11
1213,737,-8.95,0.07
1214,736,-8.97,0.06
1215,735,-9.04,0.03
1216,734,-9.12,0.01
1217,733,-9.28,-0.05
1218,732,-9.64,-0.17
1219,731,-9.64,-0.17
1220,730,-9.68,-0.19
1221,729,-9.65,-0.18
1222,728,-9.52,-0.13
1223,727,-9.36,-0.08
1224,726,-9.35,-0.07
1225,725,-9.31,-0.06
1226,724,-9.16,-0.01
1227,723,-8.96,0.06
1228,722,-8.91,0.08
1229,721,-8.89,0.09
1230,720,-8.83,0.11
1231,719,-8.71,0.15
1232,718,-8.61,0.18
1233,717,-8.67,0.16
1234,716,-8.65,0.17
1235,715,-8.38,0.26
1236,714,-8.21,0.32
1237,713,-8.16,0.34
1238,712,-8.20,0.32
1239,711,-8.27,0.30
1240,710,-8.35,0.27
1241,709,-8.50,0.22
1242,708,-8.77,0.13
1243,707,-8.76,0.13
1244,706,-8.86,0.10
1245,705,-9.09,0.02
1246,704,-9.39,-0.09
1247,703,-9.41,-0.09
1248,702,-9.34,-0.07
1249,701,-9.44,-0.10
1250,700,-9.41,-0.09
1251,699,-9.44,-0.10
1252,698,-9.54,-0.14
1253,697,-9.39,-0.09
1254,696,-9.32,-0.06
1255,695,-9.29,-0.05
1256,694,-9.28,-0.05
1257,693,-9.17,-0.01
1258,692,-9.10,0.01
1259,691,-9.08,0.02
1260,690,-9.15,0.00
1261,689,-9.16,-0.01
1262,688,-9.17,-0.01
1263,687,-9.26,-0.04
1264,686,-9.39,-0.09
1265,685,-9.12,0.01
1266,684,-9.21,-0.02
1267,683,-9.14,0.00
1268,682,-9.03,0.04
1269,681,-9.11,0.01
1270,680,-9.22,-0.03
1271,679,-9.21,-0.02
1272,678,-9.32,-0.06
1273,677,-9.46,-0.11
1274,676,-9.52,-0.13
1275,675,-9.55,-0.14
1276,674,-9.43,-0.10
1277,673,-9.36,-0.08
1278,672,-9.29,-0.05
1279,671,-9.18,-0.01
1280,670,-9.08,0.02
1281,669,-9.25,-0.04
1282,668,-9.21,-0.02
1283,667,-9.15,0.00
1284,666,-9.23,-0.03
1285,665,-9.31,-0.06
1286,664,-9.30,-0.06
1287,663,-9.33,-0.07
1288,662,-9.54,-0.14
1289,661,-9.53,-0.13
1290,660,-9.45,-0.11
1291,659,-9.37,-0.08
1292,658,-9.34,-0.07
1293,657,-9.36,-0.08
1294,656,-9.23,-0.03
1295,655,-9.14,0.00
1296,654,-9.14,0.00
1297,653,-9.03,0.04
1298,652,-8.91,0.08
1299,651,-8.85,0.10
1300,650,-8.80,0.12
1301,649,-8.68,0.16
1302,648,-8.67,0.16
1303,647,-8.60,0.19
1304,646,-8.60,0.19
1305,645,-8.65,0.17
1306,644,-8.61,0.18
1307,643,-8.43,0.25
1308,642,-8.65,0.17
1309,641,-8.93,0.07
1310,640,-9.09,0.02
1311,639,-9.14,0.00
1312,638,-9.18,-0.01
1313,637,-9.26,-0.04
1314,636,-9.36,-0.08
1315,635,-9.31,-0.06
1316,634,-9.26,-0.04
1317,633,-9.25,-0.04
1318,632,-9.36,-0.08
1319,631,-9.50,-0.12
1320,630,-9.28,-0.05
1321,629,-9.33,-0.07
1322,628,-9.26,-0.04
1323,627,-9.30,-0.06
1324,626,-9.35,-0.07
1325,625,-9.29,-0.05
1326,624,-9.28,-0.05
1327,623,-9.20,-0.02
1328,622,-9.27,-0.05
1329,621,-9.34,-0.07
1330,620,-9.45,-0.11
1331,619,-9.69,-0.19
1332,618,-10.12,-0.34
1333,617,-10.16,-0.35
1334,616,-9.56,-0.15
1335,615,-9.54,-0.14
1336,614,-9.76,-0.21
1337,613,-9.92,-0.27
1338,612,-10.09,-0.33
1339,611,-10.19,-0.36
1340,610,-10.10,-0.33
1341,609,-9.89,-0.26
1342,608,-9.68,-0.19
1343,607,-9.49,-0.12
1344,606,-9.13,0.00
1345,605,-9.08,0.02
1346,604,-9.14,0.00
1347,603,-9.13,0.00
1348,602,-9.16,-0.01
1349,601,-9.28,-0.05
1350,600,-9.14,0.00
1351,599,-9.23,-0.03
1352,598,-9.25,-0.04
1353,597,-9.19,-0.02
1354,596,-9.14,0.00
1355,595,-9.40,-0.09
1356,594,-9.38,-0.08
1357,593,-9.41,-0.09
1358,592,-9.38,-0.08
1359,591,-9.25,-0.04
1360,590,-9.38,-0.08
1361,589,-9.22,-0.03
1362,588,-9.20,-0.02
1363,587,-9.17,-0.01
1364,586,-8.91,0.08
1365,585,-9.18,-0.01
1366,584,-9.04,0.03
1367,583,-9.01,0.04
1368,582,-9.05,0.03
1369,581,-8.87,0.09
1370,580,-9.08,0.02
1371,579,-9.00,0.05
1372,578,-8.99,0.05
1373,577,-9.07,0.02
1374,576,-8.86,0.10
1375,575,-9.02,0.04
1376,574,-9.14,0.00
1377,573,-9.29,-0.05
1378,572,-9.39,-0.09
1379,571,-9.25,-0.04
1380,570,-9.51,-0.13
1381,569,-9.51,-0.13
1382,568,-9.52,-0.13
1383,567,-9.47,-0.11
1384,566,-9.32,-0.06
1385,565,-9.37,-0.08
1386,564,-9.15,0.00
1387,563,-8.99,0.05
1388,562,-8.84,0.10
1389,561,-8.76,0.13
1390,560,-8.74,0.14
1391,559,-8.47,0.23
1392,558,-8.49,0.22
1393,557,-8.47,0.23
1394,556,-8.64,0.17
1395,555,-8.76,0.13
1396,554,-8.82,0.11
1397,553,-9.06,0.03
1398,552,-8.88,0.09
1399,551,-9.02,0.04
1400,550,-8.97,0.06
1401,549,-9.05,0.03
1402,548,-9.06,0.03
1403,547,-8.99,0.05
1404,546,-9.29,-0.05
1405,545,-9.24,-0.03
1406,544,-9.51,-0.13
1407,543,-9.46,-0.11
1408,542,-9.47,-0.11
1409,541,-9.48,-0.12
1410,540,-9.46,-0.11
1411,539,-9.55,-0.14
1412,538,-9.36,-0.08
1413,537,-9.42,-0.10
1414,536,-9.25,-0.04
1415,535,-9.27,-0.05
1416,534,-9.15,0.00
1417,533,-9.08,0.02
1418,532,-9.22,-0.03
1419,531,-9.28,-0.05
1420,530,-9.66,-0.18
1421,529,-9.37,-0.08
1422,528,-9.61,-0.16
1423,527,-9.30,-0.06
1424,526,-9.19,-0.02
1425,525,-9.17,-0.01
1426,524,-9.06,0.03
1427,523,-9.02,0.04
1428,522,-9.22,-0.03
1429,521,-9.39,-0.09
1430,520,-9.26,-0.04
1431,519,-9.24,-0.03
1432,518,-9.44,-0.10
1433,517,-9.22,-0.03
1434,516,-9.08,0.02
1435,515,-8.86,0.10
1436,514,-8.97,0.06
1437,513,-8.88,0.09
1438,512,-8.33,0.28
1439,511,-8.58,0.19
1440,510,-8.31,0.29
1441,509,-8.52,0.21
1442,508,-8.54,0.21
1443,507,-8.44,0.24
1444,506,-8.85,0.10
1445,505,-8.87,0.09
1446,504,-8.90,0.08
1447,503,-8.98,0.06
1448,502,-9.31,-0.06
1449,501,-9.36,-0.08
1450,500,-9.28,-0.05
1451,499,-9.25,-0.04
1452,498,-8.99,0.05
1453,497,-8.86,0.10
1454,496,-8.63,0.18
1455,495,-8.81,0.11
1456,494,-8.79,0.12
1457,493,-8.70,0.15
1458,492,-8.50,0.22
1459,491,-8.51,0.22
1460,490,-8.68,0.16
1461,489,-8.97,0.06
1462,488,-8.77,0.13
1463,487,-9.01,0.04
1464,486,-9.05,0.03
1465,485,-9.26,-0.04
1466,484,-9.16,-0.01
1467,483,-9.31,-0.06
1468,482,-9.04,0.03
1469,481,-8.91,0.08
1470,480,-8.75,0.13
1471,479,-8.93,0.07
1472,478,-8.74,0.14
1473,477,-8.86,0.10
1474,476,-8.68,0.16
1475,475,-8.72,0.15
1476,474,-8.63,0.18
1477,473,-8.94,0.07
1478,472,-9.10,0.01
1479,471,-9.13,0.00
1480,470,-9.15,0.00
1481,469,-9.04,0.03
1482,468,-8.86,0.10
1483,467,-8.94,0.07
1484,466,-8.75,0.13
1485,465,-8.50,0.22
1486,464,-8.44,0.24
1487,463,-8.46,0.24
1488,462,-8.59,0.19
1489,461,-8.68,0.16
1490,460,-8.80,0.12
1491,459,-9.27,-0.05
1492,458,-9.55,-0.14
1493,457,-9.76,-0.21
1494,456,-9.82,-0.24
1495,455,-9.81,-0.23
1496,454,-9.85,-0.25
1497,453,-9.44,-0.10
1498,452,-9.10,0.01
1499,451,-9.12,0.01
1500,450,-9.13,0.00
1501,449,-8.97,0.06
1502,448,-8.77,0.13
1503,447,-8.67,0.16
1504,446,-8.61,0.18
1505,445,-8.53,0.21
1506,444,-8.56,0.20
1507,443,-8.74,0.14
1508,442,-8.88,0.09
1509,441,-8.99,0.05
1510,440,-9.04,0.03
1511,439,-9.10,0.01
1512,438,-9.12,0.01
1513,437,-9.00,0.05
1514,436,-9.02,0.04
1515,435,-9.17,-0.01
1516,434,-9.36,-0.08
1517,433,-9.41,-0.09
1518,432,-9.26,-0.04
1519,431,-9.16,-0.01
1520,430,-9.22,-0.03
1521,429,-9.35,-0.07
1522,428,-9.26,-0.04
1523,427,-9.14,0.00
1524,426,-9.16,-0.01
1525,425,-9.00,0.05
1526,424,-8.96,0.06
1527,423,-9.01,0.04
1528,422,-9.05,0.03
1529,421,-8.69,0.16
1530,420,-8.52,0.21
1531,419,-8.50,0.22
1532,418,-8.44,0.24
1533,417,-8.38,0.26
1534,416,-8.50,0.22
1535,415,-8.63,0.18
1536,414,-8.63,0.18
1537,413,-8.60,0.19
1538,412,-8.57,0.20
1539,411,-8.60,0.19
1540,410,-8.70,0.15
1541,409,-8.76,0.13
1542,408,-8.67,0.16
1543,407,-8.82,0.11
1544,406,-8.94,0.07
1545,405,-9.01,0.04
1546,404,-9.12,0.01
1547,403,-9.14,0.00
1548,402,-8.90,0.08
1549,401,-8.98,0.06
1550,400,-8.91,0.08
1551,399,-8.77,0.13
1552,398,-8.62,0.18
1553,397,-8.75,0.13
1554,396,-8.91,0.08
1555,395,-9.11,0.01
1556,394,-9.20,-0.02
1557,393,-9.84,-0.24
1558,392,-9.74,-0.21
1559,391,-10.01,-0.30
1560,390,-10.19,-0.36
1561,389,-10.05,-0.31
1562,388,-9.91,-0.27
1563,387,-9.45,-0.11
1564,386,-9.34,-0.07
1565,385,-9.64,-0.17
1566,384,-9.75,-0.21
1567,383,-9.67,-0.18
1568,382,-9.57,-0.15
1569,381,-9.50,-0.12
1570,380,-9.60,-0.16
1571,379,-9.67,-0.18
1572,378,-9.59,-0.16
1573,377,-9.45,-0.11
1574,376,-9.50,-0.12
1575,375,-9.66,-0.18
1576,374,-9.74,-0.21
1577,373,-9.54,-0.14
1578,372,-9.33,-0.07
1579,371,-9.55,-0.14
1580,370,-9.80,-0.23
1581,369,-9.70,-0.19
1582,368,-9.71,-0.20
1583,367,-9.75,-0.21
1584,366,-9.56,-0.15
1585,365,-9.11,0.01
1586,364,-8.77,0.13
1587,363,-8.59,0.19
1588,362,-8.70,0.15
1589,361,-8.86,0.10
1590,360,-8.76,0.13
1591,359,-8.47,0.23
1592,358,-8.27,0.30
1593,357,-8.28,0.30
1594,356,-8.39,0.26
1595,355,-8.81,0.11
1596,354,-9.29,-0.05
1597,353,-9.51,-0.13
1598,352,-9.64,-0.17
1599,351,-9.49,-0.12
1600,350,-9.50,-0.12
1601,349,-9.69,-0.19
1602,348,-10.00,-0.30
1603,347,-9.95,-0.28
1604,346,-9.54,-0.14
1605,345,-9.08,0.02
1606,344,-9.14,0.00
1607,343,-9.02,0.04
1608,342,-8.63,0.18
1609,341,-8.50,0.22
1610,340,-8.39,0.26
1611,339,-8.40,0.26
1612,338,-8.64,0.17
1613,337,-8.89,0.09
1614,336,-8.93,0.07
1615,335,-8.91,0.08
1616,334,-8.91,0.08
1617,333,-8.97,0.06
1618,332,-8.91,0.08
1619,331,-8.89,0.09
1620,330,-8.91,0.08
1621,329,-9.07,0.02
1622,328,-9.12,0.01
1623,327,-9.00,0.05
1624,326,-8.76,0.13
1625,325,-8.70,0.15
1626,324,-8.72,0.15
1627,323,-8.98,0.06
1628,322,-9.23,-0.03
1629,321,-9.28,-0.05
1630,320,-9.19,-0.02
1631,319,-9.36,-0.08
1632,318,-9.63,-0.17
1633,317,-9.56,-0.15
1634,316,-9.70,-0.19
1635,315,-9.54,-0.14
1636,314,-9.67,-0.18
1637,313,-9.44,-0.10
1638,312,-9.22,-0.03
1639,311,-9.20,-0.02
1640,310,-9.20,-0.02
1641,309,-9.32,-0.06
1642,308,-9.30,-0.06
1643,307,-9.36,-0.08
1644,306,-9.41,-0.09
1645,305,-9.44,-0.10
1646,304,-9.37,-0.08
1647,303,-9.38,-0.08
1648,302,-9.34,-0.07
1649,301,-9.19,-0.02
1650,300,-9.05,0.03
1651,299,-9.07,0.02
1652,298,-9.11,0.01
1653,297,-9.19,-0.02
1654,296,-9.28,-0.05
1655,295,-9.28,-0.05
1656,294,-9.20,-0.02
1657,293,-9.03,0.04
1658,292,-8.87,0.09
1659,291,-8.74,0.14
1660,290,-8.97,0.06
1661,289,-9.05,0.03
1662,288,-9.08,0.02
1663,287,-9.00,0.05
1664,286,-8.90,0.08
1665,285,-8.73,0.14
1666,284,-8.73,0.14
1667,283,-8.88,0.09
1668,282,-8.95,0.07
1669,281,-9.12,0.01
1670,280,-9.06,0.03
1671,279,-8.96,0.06
1672,278,-9.05,0.03
1673,277,-8.69,0.16
1674,276,-8.94,0.07
1675,275,-9.51,-0.13
1676,274,-9.60,-0.16
1677,273,-9.83,-0.24
1678,272,-9.60,-0.16
1679,271,-9.41,-0.09
1680,270,-9.22,-0.03
1681,269,-9.55,-0.14
1682,268,-9.43,-0.10
1683,267,-9.31,-0.06
1684,266,-8.92,0.08
1685,265,-8.73,0.14
1686,264,-8.33,0.28
1687,263,-8.47,0.23
1688,262,-8.73,0.14
1689,261,-8.79,0.12
1690,260,-8.93,0.07
1691,259,-9.19,-0.02
1692,258,-9.12,0.01
1693,257,-8.98,0.06
1694,256,-8.90,0.08
1695,255,-8.72,0.15
1696,254,-8.45,0.24
1697,253,-8.20,0.32
1698,252,-8.13,0.35
1699,251,-8.17,0.34
1700,250,-8.45,0.24
1701,249,-8.64,0.17
1702,248,-8.68,0.16
1703,247,-8.68,0.16
1704,246,-8.62,0.18
1705,245,-8.67,0.16
1706,244,-8.70,0.15
1707,243,-8.78,0.12
1708,242,-8.75,0.13
1709,241,-8.67,0.16
1710,240,-8.67,0.16
1711,239,-8.76,0.13
1712,238,-8.58,0.19
1713,237,-8.51,0.22
1714,236,-8.46,0.24
1715,235,-8.46,0.24
1716,234,-8.42,0.25
1717,233,-8.53,0.21
1718,232,-8.54,0.21
1719,231,-8.49,0.22
1720,230,-8.55,0.20
1721,229,-8.62,0.18
1722,228,-8.53,0.21
1723,227,-8.56,0.20
1724,226,-8.68,0.16
1725,225,-8.70,0.15
1726,224,-8.79,0.12
1727,223,-8.86,0.10
1728,222,-9.02,0.04
1729,221,-9.10,0.01
1730,220,-9.11,0.01
1731,219,-9.14,0.00
1732,218,-9.13,0.00
1733,217,-8.93,0.07
1734,216,-9.17,-0.01
1735,215,-9.12,0.01
1736,214,-9.09,0.02
1737,213,-8.77,0.13
1738,212,-8.90,0.08
1739,211,-8.74,0.14
1740,210,-8.63,0.18
1741,209,-8.47,0.23
1742,208,-8.51,0.22
1743,207,-8.56,0.20
1744,206,-8.61,0.18
1745,205,-8.62,0.18
1746,204,-8.66,0.17
1747,203,-8.74,0.14
1748,202,-8.86,0.10
1749,201,-8.89,0.09
1750,200,-8.92,0.08
1751,199,-8.78,0.12
1752,198,-8.32,0.28
1753,197,-8.16,0.34
1754,196,-8.35,0.27
1755,195,-8.43,0.25
1756,194,-8.58,0.19
1757,193,-8.62,0.18
1758,192,-8.71,0.15
1759,191,-8.63,0.18
1760,190,-8.48,0.23
1761,189,-8.19,0.33
1762,188,-8.16,0.34
1763,187,-8.19,0.33
1764,186,-8.05,0.38
1765,185,-7.96,0.41
1766,184,-8.01,0.39
1767,183,-8.25,0.31
1768,182,-8.28,0.30
1769,181,-8.26,0.30
1770,180,-8.49,0.22
1771,179,-8.71,0.15
1772,178,-8.71,0.15
1773,177,-8.80,0.12
1774,176,-8.76,0.13
1775,175,-8.98,0.06
1776,174,-8.96,0.06
1777,173,-8.67,0.16
1778,172,-9.04,0.03
1779,171,-9.02,0.04
1780,170,-8.60,0.19
1781,169,-8.54,0.21
1782,168,-8.40,0.26
1783,167,-8.35,0.27
1784,166,-8.21,0.32
1785,165,-8.50,0.22
1786,164,-8.74,0.14
1787,163,-8.96,0.06
1788,162,-8.86,0.10
1789,161,-8.88,0.09
1790,160,-8.89,0.09
1791,159,-8.84,0.10
1792,158,-8.70,0.15
1793,157,-8.55,0.20
1794,156,-8.90,0.08
1795,155,-9.27,-0.05
1796,154,-9.45,-0.11
1797,153,-9.54,-0.14
1798,152,-9.45,-0.11
1799,151,-9.30,-0.06
1800,150,-9.21,-0.02
1801,149,-9.21,-0.02
1802,148,-9.31,-0.06
1803,147,-9.04,0.03
1804,146,-8.85,0.10
1805,145,-8.73,0.14
1806,144,-8.67,0.16
1807,143,-8.38,0.26
1808,142,-8.41,0.25
1809,141,-8.33,0.28
1810,140,-8.44,0.24
1811,139,-8.40,0.26
1812,138,-8.66,0.17
1813,137,-8.79,0.12
1814,136,-8.89,0.09
1815,135,-8.93,0.07
1816,134,-8.99,0.05
1817,133,-8.90,0.08
1818,132,-9.08,0.02
1819,131,-9.06,0.03
1820,130,-9.11,0.01
1821,129,-9.28,-0.05
1822,128,-9.33,-0.07
1823,127,-9.35,-0.07
1824,126,-9.32,-0.06
1825,125,-9.36,-0.08
1826,124,-9.31,-0.06
1827,123,-9.16,-0.01
1828,122,-8.97,0.06
1829,121,-9.08,0.02
1830,120,-9.15,0.00
1831,119,-9.17,-0.01
1832,118,-8.99,0.05
1833,117,-8.89,0.09
1834,116,-8.86,0.10
1835,115,-8.76,0.13
1836,114,-8.63,0.18
1837,113,-8.60,0.19
1838,112,-8.68,0.16
1839,111,-8.64,0.17
1840,110,-8.45,0.24
1841,109,-8.58,0.19
1842,108,-8.59,0.19
1843,107,-8.62,0.18
1844,106,-8.74,0.14
1845,105,-8.89,0.09
1846,104,-8.93,0.07
1847,103,-8.91,0.08
1848,102,-9.13,0.00
1849,101,-9.21,-0.02
1850,100,-9.10,0.01
1851,99,-9.25,-0.04
1852,98,-9.34,-0.07
1853,97,-9.38,-0.08
1854,96,-9.35,-0.07
1855,95,-9.31,-0.06
1856,94,-9.30,-0.06
1857,93,-9.29,-0.05
1858,92,-9.28,-0.05
1859,91,-9.37,-0.08
1860,90,-9.54,-0.14
1861,89,-9.50,-0.12
1862,88,-9.47,-0.11
1863,87,-9.46,-0.11
1864,86,-9.50,-0.12
1865,85,-9.27,-0.05
1866,84,-8.99,0.05
1867,83,-9.03,0.04
1868,82,-8.90,0.08
1869,81,-8.56,0.20
1870,80,-8.42,0.25
1871,79,-8.47,0.23
1872,78,-8.71,0.15
1873,77,-8.99,0.05
1874,76,-9.05,0.03
1875,75,-9.27,-0.05
1876,74,-9.11,0.01
1877,73,-9.14,0.00
1878,72,-9.16,-0.01
1879,71,-9.11,0.01
1880,70,-8.99,0.05
1881,69,-8.78,0.12
1882,68,-8.49,0.22
1883,67,-8.29,0.29
1884,66,-8.24,0.31
1885,65,-8.26,0.30
1886,64,-8.30,0.29
1887,63,-8.33,0.28
1888,62,-8.26,0.30
1889,61,-8.21,0.32
1890,60,-8.41,0.25
1891,59,-8.64,0.17
1892,58,-8.88,0.09
1893,57,-8.98,0.06
1894,56,-9.04,0.03
1895,55,-9.04,0.03
1896,54,-9.03,0.04
1897,53,-9.01,0.04
1898,52,-9.08,0.02
1899,51,-9.17,-0.01
1900,50,-9.42,-0.10
1901,49,-9.71,-0.20
1902,48,-10.15,-0.35
1903,47,-10.41,-0.44
1904,46,-10.38,-0.43
1905,45,-10.34,-0.42
1906,44,-10.29,-0.40
1907,43,-10.12,-0.34
1908,42,-9.74,-0.21
1909,41,-9.41,-0.09
1910,40,-9.19,-0.02
1911,39,-9.02,0.04
1912,38,-9.01,0.04
1913,37,-9.04,0.03
1914,36,-9.29,-0.05
1915,35,-9.54,-0.14
1916,34,-9.72,-0.20
1917,33,-9.88,-0.26
1918,32,-9.92,-0.27
1919,31,-9.90,-0.26
1920,30,-9.93,-0.27
1921,29,-10.00,-0.30
1922,28,-10.01,-0.30
1923,27,-9.79,-0.22
1924,26,-9.57,-0.15
1925,25,-9.56,-0.15
1926,24,-9.56,-0.15
1927,23,-9.46,-0.11
1928,22,-9.27,-0.05
1929,21,-9.15,0.00
1930,20,-9.32,-0.06
1931,19,-9.48,-0.12
1932,18,-9.54,-0.14
1933,17,-9.59,-0.16
1934,16,-9.65,-0.18
1935,15,-9.75,-0.21
1936,14,-9.85,-0.25
1937,13,-9.87,-0.25
1938,12,-9.90,-0.26
1939,11,-9.89,-0.26
1940,10,-9.86,-0.25
1941,9,-9.82,-0.24
1942,8,-9.67,-0.18
1943,7,-9.52,-0.13
1944,6,-9.39,-0.09
1945,5,-9.28,-0.05
1946,4,-9.17,-0.01
1947,3,-9.15,0.00
1948,2,-9.12,0.01
1949,1,-9.09,0.02
1950,0,-9.05,0.03
1951,-1,-9.02,0.04
1952,-2,-8.97,0.06
1953,-3,-8.92,0.08
1954,-4,-8.80,0.12
1955,-5,-8.66,0.17
1956,-6,-8.53,0.21
1957,-7,-8.44,0.24
1958,-8,-8.35,0.27
1959,-9,-8.35,0.27
1960,-10,-8.35,0.27
1961,-11,-8.34,0.28
1962,-12,-8.30,0.29
1963,-13,-8.27,0.30
1964,-14,-8.31,0.29
1965,-15,-8.35,0.27
1966,-16,-8.44,0.24
1967,-17,-8.53,0.21
1968,-18,-8.56,0.20
1969,-19,-8.56,0.20
